-0.69314718056	-0.69314718056	-0.69314718056	-0.69314718056
token TruePositive DeceptivePositive TrueNegative DeceptiveNegative
burke's	-9.16586588187	-9.54645540195	-10.5358491608	-10.4929949583
succession	-10.2644781705	-10.2396025825	-9.84270198027	-10.4929949583
reliable	-10.2644781705	-9.14099029384	-9.43723687216	-9.39438266967
specially	-9.57133098998	-10.2396025825	-10.5358491608	-10.4929949583
tired	-8.65504025811	-7.84170730971	-8.33862458349	-7.35750074241
tolerate	-10.2644781705	-10.2396025825	-9.43723687216	-10.4929949583
airhotel	-9.57133098998	-10.2396025825	-10.5358491608	-10.4929949583
preface	-10.2644781705	-9.54645540195	-10.5358491608	-10.4929949583
pubic	-10.2644781705	-10.2396025825	-10.5358491608	-9.79984777778
scraper	-10.2644781705	-9.54645540195	-10.5358491608	-10.4929949583
elegant	-8.31856802149	-6.80561537802	-8.7440896916	-8.8835570459
second	-7.86658289774	-8.85330822139	-7.03934159936	-8.00808830855
sterile	-10.2644781705	-10.2396025825	-9.84270198027	-10.4929949583
patnership	-10.2644781705	-9.54645540195	-10.5358491608	-10.4929949583
lucious	-10.2644781705	-9.54645540195	-10.5358491608	-10.4929949583
blouse	-10.2644781705	-10.2396025825	-10.5358491608	-9.79984777778
errors	-10.2644781705	-10.2396025825	-9.84270198027	-9.10670059722
thermos-bottled	-10.2644781705	-10.2396025825	-9.84270198027	-10.4929949583
thunder	-10.2644781705	-10.2396025825	-9.84270198027	-10.4929949583
cooking	-9.16586588187	-9.54645540195	-9.84270198027	-9.39438266967
contributed	-10.2644781705	-9.54645540195	-9.84270198027	-10.4929949583
bonuses	-10.2644781705	-9.54645540195	-10.5358491608	-9.79984777778
instructions	-9.57133098998	-10.2396025825	-9.84270198027	-10.4929949583
specialist	-10.2644781705	-10.2396025825	-9.84270198027	-10.4929949583
insinuation	-10.2644781705	-10.2396025825	-9.84270198027	-10.4929949583
interrupting	-10.2644781705	-10.2396025825	-10.5358491608	-9.79984777778
reported	-9.57133098998	-10.2396025825	-9.14955479971	-8.8835570459
china	-9.57133098998	-9.54645540195	-10.5358491608	-10.4929949583
dorm	-10.2644781705	-10.2396025825	-9.84270198027	-10.4929949583
shriek	-10.2644781705	-10.2396025825	-10.5358491608	-9.79984777778
-they	-10.2644781705	-10.2396025825	-9.84270198027	-10.4929949583
kids	-7.96189307755	-7.40638923845	-8.58993901177	-7.60262320044
i's	-10.2644781705	-9.54645540195	-10.5358491608	-10.4929949583
elaborate	-10.2644781705	-9.14099029384	-10.5358491608	-10.4929949583
unfriendly	-10.2644781705	-10.2396025825	-8.58993901177	-7.92804560087
reports	-9.57133098998	-10.2396025825	-10.5358491608	-10.4929949583
military	-10.2644781705	-10.2396025825	-10.5358491608	-9.79984777778
spotty	-10.2644781705	-10.2396025825	-10.5358491608	-9.79984777778
cancellation	-10.2644781705	-10.2396025825	-8.58993901177	-9.10670059722
golden	-8.65504025811	-9.54645540195	-9.84270198027	-10.4929949583
shoppingfor	-9.57133098998	-10.2396025825	-10.5358491608	-10.4929949583
greatacross	-9.57133098998	-10.2396025825	-10.5358491608	-10.4929949583
explained	-10.2644781705	-10.2396025825	-8.45640761915	-8.8835570459
replace	-9.57133098998	-10.2396025825	-8.58993901177	-9.79984777778
brought	-8.31856802149	-8.04237800517	-7.82779895973	-7.78494475723
scoffed	-10.2644781705	-10.2396025825	-10.5358491608	-9.79984777778
unit	-10.2644781705	-9.54645540195	-8.92641124839	-8.8835570459
dnd	-10.2644781705	-10.2396025825	-10.5358491608	-9.79984777778
dna	-10.2644781705	-10.2396025825	-9.84270198027	-9.79984777778
spoke	-9.16586588187	-10.2396025825	-8.33862458349	-9.10670059722
browse	-10.2644781705	-10.2396025825	-10.5358491608	-9.79984777778
arching	-10.2644781705	-9.54645540195	-10.5358491608	-10.4929949583
music	-7.62542084093	-8.29369243345	-8.7440896916	-8.70123548911
therefore	-9.57133098998	-9.54645540195	-9.43723687216	-10.4929949583
passport	-10.2644781705	-10.2396025825	-9.84270198027	-10.4929949583
strike	-10.2644781705	-10.2396025825	-9.43723687216	-9.79984777778
expiring	-10.2644781705	-10.2396025825	-9.84270198027	-10.4929949583
holy	-10.2644781705	-10.2396025825	-9.43723687216	-10.4929949583
relax	-8.87818380942	-7.40638923845	-10.5358491608	-8.295770381
we`ll	-10.2644781705	-10.2396025825	-9.84270198027	-10.4929949583
hurt	-10.2644781705	-10.2396025825	-10.5358491608	-9.79984777778
glass	-9.16586588187	-8.44784311328	-8.05094251104	-8.70123548911
hole	-10.2644781705	-10.2396025825	-9.43723687216	-9.10670059722
hold	-10.2644781705	-10.2396025825	-7.97089980337	-8.70123548911
pillowsblanketsheadboards	-9.57133098998	-10.2396025825	-10.5358491608	-10.4929949583
circumstances	-10.2644781705	-10.2396025825	-8.92641124839	-10.4929949583
demi-sofa	-10.2644781705	-10.2396025825	-9.84270198027	-10.4929949583
tastefully	-8.47271870131	-9.54645540195	-10.5358491608	-10.4929949583
locked	-10.2644781705	-9.54645540195	-8.58993901177	-10.4929949583
-up	-10.2644781705	-10.2396025825	-9.84270198027	-10.4929949583
'radient	-10.2644781705	-10.2396025825	-9.84270198027	-10.4929949583
accomplishment	-10.2644781705	-10.2396025825	-9.84270198027	-10.4929949583
perfectthe	-10.2644781705	-9.14099029384	-10.5358491608	-10.4929949583
locker	-10.2644781705	-10.2396025825	-9.43723687216	-10.4929949583
flare	-10.2644781705	-9.54645540195	-10.5358491608	-10.4929949583
example	-9.57133098998	-9.54645540195	-9.43723687216	-9.39438266967
omelets	-9.57133098998	-10.2396025825	-10.5358491608	-10.4929949583
wand	-9.16586588187	-10.2396025825	-10.5358491608	-10.4929949583
hyatt	-7.86658289774	-7.19508014479	-7.24001229482	-7.49726268478
household	-10.2644781705	-9.54645540195	-10.5358491608	-10.4929949583
organized	-10.2644781705	-9.54645540195	-10.5358491608	-9.39438266967
diappointed	-10.2644781705	-10.2396025825	-10.5358491608	-9.79984777778
currency	-10.2644781705	-9.14099029384	-10.5358491608	-10.4929949583
caution	-10.2644781705	-10.2396025825	-9.84270198027	-10.4929949583
reviewing	-10.2644781705	-9.54645540195	-9.84270198027	-10.4929949583
want	-7.17343571718	-6.60201642278	-6.77464904513	-6.80411550422
spa's	-9.57133098998	-10.2396025825	-10.5358491608	-10.4929949583
absolute	-9.57133098998	-9.14099029384	-9.84270198027	-9.39438266967
preferably	-10.2644781705	-10.2396025825	-10.5358491608	-9.79984777778
hob	-10.2644781705	-10.2396025825	-10.5358491608	-9.79984777778
groaned	-10.2644781705	-10.2396025825	-10.5358491608	-9.39438266967
complaining	-10.2644781705	-10.2396025825	-8.92641124839	-8.54708480928
travel	-7.4918894483	-7.19508014479	-7.35779533048	-7.92804560087
dearborn	-9.57133098998	-10.2396025825	-10.5358491608	-10.4929949583
feature	-8.87818380942	-9.14099029384	-9.43723687216	-9.10670059722
revisit	-10.2644781705	-9.54645540195	-10.5358491608	-9.39438266967
machine	-8.65504025811	-9.54645540195	-8.45640761915	-9.10670059722
hot	-7.37410641265	-8.85330822139	-7.64547740293	-7.19715809233
hop	-9.57133098998	-10.2396025825	-9.84270198027	-9.39438266967
confirmedthere	-10.2644781705	-10.2396025825	-9.84270198027	-10.4929949583
terrycloth	-9.57133098998	-10.2396025825	-10.5358491608	-10.4929949583
clarkdivision	-10.2644781705	-10.2396025825	-9.84270198027	-10.4929949583
beauty	-9.57133098998	-8.63016467008	-10.5358491608	-9.79984777778
cuisine	-10.2644781705	-8.85330822139	-10.5358491608	-9.10670059722
pimps	-10.2644781705	-10.2396025825	-10.5358491608	-9.79984777778
wrong	-9.16586588187	-9.14099029384	-7.76326043859	-7.02725905554
beauti	-10.2644781705	-9.54645540195	-10.5358491608	-10.4929949583
extortion	-10.2644781705	-10.2396025825	-10.5358491608	-9.79984777778
types	-8.65504025811	-10.2396025825	-10.5358491608	-9.79984777778
colorfully	-9.57133098998	-10.2396025825	-10.5358491608	-10.4929949583
effective	-10.2644781705	-9.54645540195	-9.84270198027	-10.4929949583
housekeeping's	-10.2644781705	-10.2396025825	-9.84270198027	-10.4929949583
headquarters	-10.2644781705	-10.2396025825	-9.43723687216	-10.4929949583
cigarettes	-10.2644781705	-10.2396025825	-10.5358491608	-8.70123548911
18th	-9.57133098998	-10.2396025825	-10.5358491608	-10.4929949583
keeps	-9.57133098998	-10.2396025825	-9.84270198027	-9.79984777778
nonsensical	-10.2644781705	-10.2396025825	-9.84270198027	-10.4929949583
wind	-9.57133098998	-10.2396025825	-9.84270198027	-10.4929949583
wine	-7.32003919138	-6.94376571651	-7.4003549449	-8.8835570459
feedback	-10.2644781705	-10.2396025825	-9.43723687216	-10.4929949583
welcomed	-8.87818380942	-9.14099029384	-9.84270198027	-10.4929949583
murals	-9.57133098998	-10.2396025825	-10.5358491608	-10.4929949583
rewarded	-9.57133098998	-10.2396025825	-10.5358491608	-10.4929949583
hook	-10.2644781705	-10.2396025825	-9.84270198027	-9.79984777778
welcomes	-10.2644781705	-9.54645540195	-10.5358491608	-10.4929949583
californians	-10.2644781705	-10.2396025825	-10.5358491608	-9.79984777778
fit	-9.16586588187	-8.16016104083	-8.58993901177	-9.39438266967
screaming	-10.2644781705	-10.2396025825	-9.84270198027	-9.79984777778
fix	-10.2644781705	-9.54645540195	-7.89679183121	-7.60262320044
$48per	-10.2644781705	-10.2396025825	-9.84270198027	-10.4929949583
rescued	-10.2644781705	-10.2396025825	-10.5358491608	-9.79984777778
neighborhood-i	-9.57133098998	-10.2396025825	-10.5358491608	-10.4929949583
hidden	-10.2644781705	-9.54645540195	-9.84270198027	-9.79984777778
easier	-10.2644781705	-9.54645540195	-10.5358491608	-9.79984777778
duvet	-9.16586588187	-10.2396025825	-8.7440896916	-10.4929949583
slate	-10.2644781705	-9.54645540195	-10.5358491608	-10.4929949583
second-to-none	-10.2644781705	-9.54645540195	-10.5358491608	-10.4929949583
vouchers	-9.16586588187	-10.2396025825	-9.84270198027	-10.4929949583
review's	-9.57133098998	-10.2396025825	-10.5358491608	-10.4929949583
interrupt	-10.2644781705	-9.54645540195	-10.5358491608	-10.4929949583
sixteen	-9.57133098998	-10.2396025825	-10.5358491608	-10.4929949583
silver	-10.2644781705	-9.54645540195	-10.5358491608	-10.4929949583
headboard	-10.2644781705	-9.14099029384	-10.5358491608	-9.79984777778
represents	-10.2644781705	-10.2396025825	-9.84270198027	-10.4929949583
specacular	-9.57133098998	-10.2396025825	-10.5358491608	-10.4929949583
'extreme	-10.2644781705	-9.54645540195	-10.5358491608	-10.4929949583
accomidations	-10.2644781705	-10.2396025825	-10.5358491608	-9.39438266967
noticably	-10.2644781705	-10.2396025825	-10.5358491608	-9.79984777778
noticable	-10.2644781705	-10.2396025825	-10.5358491608	-9.79984777778
spotless	-8.31856802149	-8.16016104083	-10.5358491608	-10.4929949583
readyi	-9.57133098998	-10.2396025825	-10.5358491608	-10.4929949583
dumpy	-10.2644781705	-10.2396025825	-9.43723687216	-10.4929949583
interfering	-10.2644781705	-10.2396025825	-10.5358491608	-9.79984777778
whim	-10.2644781705	-9.54645540195	-9.84270198027	-10.4929949583
financial	-10.2644781705	-9.14099029384	-10.5358491608	-10.4929949583
series	-10.2644781705	-10.2396025825	-9.84270198027	-9.39438266967
oohed	-10.2644781705	-10.2396025825	-10.5358491608	-9.79984777778
bowls	-10.2644781705	-9.54645540195	-10.5358491608	-10.4929949583
2day	-10.2644781705	-10.2396025825	-9.84270198027	-10.4929949583
ameliorate	-10.2644781705	-10.2396025825	-10.5358491608	-9.79984777778
ring	-9.57133098998	-10.2396025825	-9.84270198027	-9.79984777778
misfortune	-10.2644781705	-10.2396025825	-10.5358491608	-9.39438266967
touts	-10.2644781705	-10.2396025825	-10.5358491608	-9.79984777778
retuning	-10.2644781705	-10.2396025825	-9.84270198027	-10.4929949583
special-offers	-10.2644781705	-10.2396025825	-10.5358491608	-9.79984777778
persisted	-10.2644781705	-10.2396025825	-9.84270198027	-10.4929949583
re	-10.2644781705	-10.2396025825	-9.84270198027	-10.4929949583
encourage	-10.2644781705	-10.2396025825	-9.84270198027	-10.4929949583
rm	-10.2644781705	-10.2396025825	-9.43723687216	-10.4929949583
engineer	-10.2644781705	-10.2396025825	-8.92641124839	-10.4929949583
rented	-10.2644781705	-9.54645540195	-9.84270198027	-9.39438266967
assured	-9.57133098998	-9.54645540195	-8.58993901177	-8.00808830855
'el'	-9.57133098998	-10.2396025825	-10.5358491608	-10.4929949583
threatened	-10.2644781705	-10.2396025825	-9.84270198027	-9.79984777778
fugitive	-10.2644781705	-10.2396025825	-9.84270198027	-10.4929949583
$'s	-9.57133098998	-10.2396025825	-10.5358491608	-10.4929949583
necessarily	-10.2644781705	-10.2396025825	-9.84270198027	-9.79984777778
caray's	-10.2644781705	-9.54645540195	-9.84270198027	-10.4929949583
grapes	-10.2644781705	-9.54645540195	-10.5358491608	-10.4929949583
pre-wrapped	-10.2644781705	-10.2396025825	-9.84270198027	-10.4929949583
sheet	-10.2644781705	-10.2396025825	-8.92641124839	-9.79984777778
sensors	-10.2644781705	-10.2396025825	-9.43723687216	-10.4929949583
obstructing	-9.57133098998	-10.2396025825	-10.5358491608	-10.4929949583
wern't	-10.2644781705	-10.2396025825	-10.5358491608	-9.79984777778
enormous	-8.65504025811	-9.54645540195	-10.5358491608	-9.79984777778
ate	-7.77957152075	-8.63016467008	-9.43723687216	-8.8835570459
shelves	-10.2644781705	-10.2396025825	-9.84270198027	-10.4929949583
atm	-10.2644781705	-10.2396025825	-9.84270198027	-10.4929949583
satisfication	-10.2644781705	-9.54645540195	-10.5358491608	-10.4929949583
uunfortunately	-10.2644781705	-10.2396025825	-10.5358491608	-9.79984777778
shipped	-10.2644781705	-9.54645540195	-10.5358491608	-10.4929949583
musicians	-9.57133098998	-9.54645540195	-10.5358491608	-9.39438266967
speedy	-10.2644781705	-9.54645540195	-10.5358491608	-9.79984777778
tempting	-10.2644781705	-10.2396025825	-10.5358491608	-9.79984777778
1970s	-10.2644781705	-9.54645540195	-10.5358491608	-10.4929949583
reserving	-10.2644781705	-10.2396025825	-10.5358491608	-9.79984777778
9pm	-10.2644781705	-9.54645540195	-10.5358491608	-9.79984777778
resetting	-10.2644781705	-10.2396025825	-9.84270198027	-10.4929949583
speeds	-10.2644781705	-10.2396025825	-9.84270198027	-10.4929949583
$99524hrs	-9.57133098998	-10.2396025825	-10.5358491608	-10.4929949583
shopper	-10.2644781705	-10.2396025825	-9.43723687216	-10.4929949583
red-bricked	-10.2644781705	-9.54645540195	-10.5358491608	-10.4929949583
veggie	-10.2644781705	-9.54645540195	-10.5358491608	-10.4929949583
shopped	-10.2644781705	-9.54645540195	-10.5358491608	-10.4929949583
wash	-10.2644781705	-10.2396025825	-9.14955479971	-8.8835570459
customization	-10.2644781705	-9.54645540195	-10.5358491608	-10.4929949583
screw-up	-10.2644781705	-10.2396025825	-10.5358491608	-9.79984777778
bitten	-10.2644781705	-10.2396025825	-9.84270198027	-10.4929949583
olds	-9.16586588187	-10.2396025825	-10.5358491608	-10.4929949583
renovated	-8.06725359321	-8.85330822139	-8.92641124839	-8.8835570459
service	-5.43616443324	-5.24916999573	-5.33184247375	-5.20472792764
similarly	-10.2644781705	-10.2396025825	-9.43723687216	-10.4929949583
air-condition	-10.2644781705	-10.2396025825	-9.84270198027	-10.4929949583
needed	-7.86658289774	-7.06154875216	-7.70263581677	-7.44847252061
grossness	-10.2644781705	-10.2396025825	-10.5358491608	-9.79984777778
listed	-9.57133098998	-10.2396025825	-9.84270198027	-9.39438266967
architect	-10.2644781705	-10.2396025825	-10.5358491608	-9.79984777778
legs	-10.2644781705	-10.2396025825	-9.84270198027	-10.4929949583
ranging	-10.2644781705	-10.2396025825	-10.5358491608	-9.79984777778
listen	-9.57133098998	-10.2396025825	-9.14955479971	-9.39438266967
danish	-10.2644781705	-10.2396025825	-9.84270198027	-10.4929949583
rewards	-9.57133098998	-10.2396025825	-10.5358491608	-9.39438266967
geneva	-10.2644781705	-9.54645540195	-10.5358491608	-9.79984777778
bacon	-9.16586588187	-10.2396025825	-10.5358491608	-10.4929949583
cocktails	-9.57133098998	-9.54645540195	-9.43723687216	-10.4929949583
convention	-8.31856802149	-10.2396025825	-8.23326406783	-8.09509968554
27-	-9.57133098998	-10.2396025825	-10.5358491608	-10.4929949583
floorvery	-9.57133098998	-10.2396025825	-10.5358491608	-10.4929949583
white	-10.2644781705	-8.85330822139	-7.76326043859	-8.70123548911
showed	-8.87818380942	-9.14099029384	-8.33862458349	-8.54708480928
tree	-10.2644781705	-9.54645540195	-10.5358491608	-10.4929949583
rusty	-10.2644781705	-10.2396025825	-9.84270198027	-9.79984777778
shower	-6.83049096606	-7.93701748952	-6.64402886272	-6.85540879861
idle	-10.2644781705	-10.2396025825	-9.84270198027	-10.4929949583
exclaimed	-10.2644781705	-10.2396025825	-9.84270198027	-10.4929949583
sheen	-10.2644781705	-10.2396025825	-10.5358491608	-9.79984777778
shampoos	-10.2644781705	-9.54645540195	-10.5358491608	-10.4929949583
feeling	-8.06725359321	-7.84170730971	-8.92641124839	-8.70123548911
wowabove	-9.57133098998	-10.2396025825	-10.5358491608	-10.4929949583
politely	-10.2644781705	-10.2396025825	-9.84270198027	-10.4929949583
well-	-9.57133098998	-10.2396025825	-10.5358491608	-10.4929949583
picks	-9.57133098998	-9.54645540195	-10.5358491608	-10.4929949583
dozen	-9.57133098998	-10.2396025825	-9.14955479971	-9.79984777778
scraped	-10.2644781705	-10.2396025825	-9.84270198027	-10.4929949583
escalator	-9.57133098998	-10.2396025825	-10.5358491608	-10.4929949583
person	-8.18503662886	-8.04237800517	-7.00948863621	-6.99648739687
responsible	-10.2644781705	-10.2396025825	-10.5358491608	-9.79984777778
eagerly	-9.57133098998	-10.2396025825	-9.84270198027	-10.4929949583
recommended	-7.69952881308	-7.60054525289	-8.7440896916	-8.70123548911
defiantly	-10.2644781705	-9.54645540195	-10.5358491608	-9.79984777778
doors	-8.65504025811	-8.44784311328	-7.64547740293	-8.8835570459
coast$48night	-9.57133098998	-10.2396025825	-10.5358491608	-10.4929949583
committing	-10.2644781705	-10.2396025825	-9.84270198027	-10.4929949583
shall	-10.2644781705	-9.54645540195	-10.5358491608	-10.4929949583
thrilled	-9.57133098998	-9.54645540195	-10.5358491608	-9.79984777778
wells	-10.2644781705	-10.2396025825	-9.84270198027	-10.4929949583
aunt's	-10.2644781705	-10.2396025825	-10.5358491608	-9.79984777778
swiss	-10.2644781705	-9.54645540195	-10.5358491608	-10.4929949583
mouth	-9.57133098998	-9.54645540195	-9.43723687216	-9.10670059722
addict	-10.2644781705	-9.54645540195	-10.5358491608	-10.4929949583
letter	-9.57133098998	-10.2396025825	-8.7440896916	-9.10670059722
funriture	-10.2644781705	-10.2396025825	-10.5358491608	-9.79984777778
episode	-10.2644781705	-10.2396025825	-9.84270198027	-9.79984777778
snooping	-10.2644781705	-10.2396025825	-10.5358491608	-9.79984777778
door-	-10.2644781705	-10.2396025825	-9.84270198027	-10.4929949583
camp	-10.2644781705	-10.2396025825	-10.5358491608	-9.79984777778
detectors	-10.2644781705	-10.2396025825	-10.5358491608	-9.79984777778
drunks	-10.2644781705	-10.2396025825	-9.84270198027	-10.4929949583
tech	-10.2644781705	-9.14099029384	-9.43723687216	-10.4929949583
fiberfill	-10.2644781705	-10.2396025825	-9.84270198027	-10.4929949583
scream	-10.2644781705	-10.2396025825	-10.5358491608	-9.79984777778
came	-7.43126482649	-7.06154875216	-6.6040235281	-6.52270304478
saying	-8.65504025811	-9.54645540195	-8.13795388803	-8.54708480928
departing	-10.2644781705	-10.2396025825	-9.43723687216	-10.4929949583
insects	-10.2644781705	-10.2396025825	-9.43723687216	-9.79984777778
meetings	-9.57133098998	-8.44784311328	-9.14955479971	-9.39438266967
tempted	-10.2644781705	-10.2396025825	-9.84270198027	-9.79984777778
cheaply	-10.2644781705	-10.2396025825	-10.5358491608	-9.79984777778
touches	-8.18503662886	-9.54645540195	-9.14955479971	-10.4929949583
busy	-7.96189307755	-8.63016467008	-8.58993901177	-8.19040986534
layout	-9.57133098998	-8.85330822139	-9.14955479971	-9.79984777778
10-minutes	-10.2644781705	-10.2396025825	-9.84270198027	-10.4929949583
quaint	-9.16586588187	-10.2396025825	-10.5358491608	-9.79984777778
menu	-8.31856802149	-7.93701748952	-8.45640761915	-8.09509968554
breath-taking	-10.2644781705	-9.54645540195	-10.5358491608	-10.4929949583
fccla	-10.2644781705	-10.2396025825	-9.84270198027	-10.4929949583
theme	-8.65504025811	-10.2396025825	-9.84270198027	-9.79984777778
bliss	-10.2644781705	-9.54645540195	-10.5358491608	-10.4929949583
touched	-10.2644781705	-10.2396025825	-9.84270198027	-9.10670059722
rich	-10.2644781705	-8.63016467008	-10.5358491608	-9.79984777778
heartily	-9.57133098998	-9.54645540195	-10.5358491608	-10.4929949583
rice	-10.2644781705	-10.2396025825	-9.43723687216	-10.4929949583
emphatically	-10.2644781705	-9.54645540195	-10.5358491608	-10.4929949583
plate	-9.16586588187	-10.2396025825	-9.43723687216	-10.4929949583
$15	-9.57133098998	-10.2396025825	-9.14955479971	-10.4929949583
freshening	-10.2644781705	-10.2396025825	-10.5358491608	-9.79984777778
$16	-9.57133098998	-10.2396025825	-9.14955479971	-10.4929949583
7-11	-9.16586588187	-10.2396025825	-9.84270198027	-10.4929949583
pocket	-10.2644781705	-10.2396025825	-10.5358491608	-9.39438266967
sniping	-10.2644781705	-10.2396025825	-9.84270198027	-10.4929949583
altogether	-10.2644781705	-10.2396025825	-9.84270198027	-9.39438266967
tips	-10.2644781705	-9.14099029384	-9.84270198027	-9.39438266967
deny	-10.2644781705	-10.2396025825	-9.84270198027	-10.4929949583
nicely	-8.47271870131	-8.44784311328	-9.14955479971	-9.39438266967
dipping	-9.57133098998	-10.2396025825	-10.5358491608	-10.4929949583
boarded	-10.2644781705	-10.2396025825	-10.5358491608	-9.79984777778
respond	-9.57133098998	-10.2396025825	-9.14955479971	-10.4929949583
instructionswe	-10.2644781705	-10.2396025825	-10.5358491608	-9.79984777778
blew	-10.2644781705	-10.2396025825	-9.14955479971	-9.39438266967
disaster	-10.2644781705	-10.2396025825	-9.84270198027	-9.39438266967
fair	-9.16586588187	-9.14099029384	-8.7440896916	-9.10670059722
goodnight	-9.57133098998	-10.2396025825	-10.5358491608	-10.4929949583
hotwire	-7.69952881308	-10.2396025825	-9.14955479971	-10.4929949583
fail	-10.2644781705	-10.2396025825	-8.92641124839	-9.10670059722
best	-6.27549412398	-5.90886924222	-7.35779533048	-7.27411913347
screams	-10.2644781705	-10.2396025825	-10.5358491608	-9.79984777778
manson	-10.2644781705	-10.2396025825	-9.84270198027	-10.4929949583
lots	-7.32003919138	-8.29369243345	-8.23326406783	-9.10670059722
restaurantlounge	-10.2644781705	-9.54645540195	-10.5358491608	-10.4929949583
score	-10.2644781705	-9.54645540195	-10.5358491608	-10.4929949583
yogurt	-9.57133098998	-9.54645540195	-10.5358491608	-9.79984777778
cubby	-10.2644781705	-10.2396025825	-9.84270198027	-10.4929949583
skimpy	-10.2644781705	-9.54645540195	-10.5358491608	-10.4929949583
rundown	-10.2644781705	-10.2396025825	-9.84270198027	-9.79984777778
men	-8.87818380942	-9.14099029384	-8.7440896916	-9.79984777778
trainbus	-10.2644781705	-10.2396025825	-9.84270198027	-10.4929949583
extend	-9.57133098998	-10.2396025825	-9.84270198027	-10.4929949583
rolled	-10.2644781705	-10.2396025825	-9.43723687216	-8.8835570459
smelled	-9.16586588187	-8.85330822139	-8.13795388803	-6.82943331221
drew	-10.2644781705	-9.14099029384	-10.5358491608	-10.4929949583
extent	-10.2644781705	-10.2396025825	-9.43723687216	-10.4929949583
wrap-around	-10.2644781705	-10.2396025825	-9.84270198027	-10.4929949583
downgrade	-10.2644781705	-10.2396025825	-9.43723687216	-9.79984777778
carbon	-10.2644781705	-10.2396025825	-9.84270198027	-10.4929949583
pity	-9.57133098998	-10.2396025825	-10.5358491608	-10.4929949583
planner	-10.2644781705	-10.2396025825	-10.5358491608	-9.79984777778
disdain	-10.2644781705	-10.2396025825	-9.84270198027	-9.79984777778
bachelorette	-10.2644781705	-10.2396025825	-9.84270198027	-10.4929949583
country	-10.2644781705	-10.2396025825	-9.14955479971	-9.79984777778
adapter	-10.2644781705	-10.2396025825	-9.84270198027	-10.4929949583
comfortablethe	-9.57133098998	-10.2396025825	-10.5358491608	-10.4929949583
heating	-10.2644781705	-9.54645540195	-9.84270198027	-9.10670059722
demanded	-10.2644781705	-10.2396025825	-10.5358491608	-8.8835570459
planned	-10.2644781705	-9.14099029384	-8.45640761915	-8.09509968554
dents	-10.2644781705	-10.2396025825	-9.84270198027	-10.4929949583
argue	-10.2644781705	-10.2396025825	-8.92641124839	-9.79984777778
asked	-7.37410641265	-7.53155238141	-6.25918304181	-6.4676432676
30th	-9.57133098998	-9.54645540195	-10.5358491608	-9.79984777778
hilton's	-10.2644781705	-10.2396025825	-10.5358491608	-9.79984777778
groupon	-10.2644781705	-10.2396025825	-9.84270198027	-10.4929949583
2nd	-9.57133098998	-9.54645540195	-8.92641124839	-9.79984777778
minuses	-9.57133098998	-10.2396025825	-10.5358491608	-10.4929949583
humming	-10.2644781705	-10.2396025825	-9.43723687216	-10.4929949583
priceline	-7.17343571718	-10.2396025825	-7.64547740293	-10.4929949583
windchills	-9.57133098998	-10.2396025825	-10.5358491608	-10.4929949583
billing	-10.2644781705	-10.2396025825	-9.14955479971	-10.4929949583
shouting	-10.2644781705	-10.2396025825	-10.5358491608	-9.79984777778
union	-10.2644781705	-10.2396025825	-9.84270198027	-10.4929949583
